sale_id,date,product_name,price,quantity
10148,2026/01/10 05:00,MacBook Air,65$,4.0
10149,2026/01/07 10:00,MacBook Air,65 USD,1.0
10150,2026-01-17,iPad Air,1999 USD,2.0
10151,01-18-2026,AirPods Pro,$65.00,3.0
10152,01-20-2026, iPhone 15 Pro ,1100 USD,3.0
10153,2026/01/24 17:00,Powerbank 65W,1100,2.0
10154,2026-01-28,iPad Air,249$,2.0
10155,2026-01-20, iPhone 15 Pro ,65,4.0
10156,25/01/2026,MacBook Pro,999.99$,4.0
10157,29/01/2026,AirPods Pro,65,1.0
10158,2026/01/08 06:00,MacBook Pro,25$,4.0
10159,2026-01-20,Wi-Fi Adapter,599 USD,2.0
10160,2026/01/11 17:00, iPhone 15 Pro ,,2.0
10161,01-04-2026,,65$,4.0
10162,2026-01-19,iphone 15 pro,1999 USD,5.0
10163,01-03-2026,  macbook air ,1100$,2.0
10164,2026/01/29 15:00,iPad Air,249$,1.0
10165,2026/01/16 20:00,  iPad Air ,599$,5.0
10166,24/01/2026,MacBook Air,25,2.0
10167,2026/01/05 01:00,AirPods Pro,249 USD,4.0
10168,06/01/2026,Wi-Fi Adapter,,1.0
10169,01-23-2026,iPad Air,$25.00,4.0
10170,2026-01-25,iPad Air,$999.99,5.0
10171,21/01/2026,Wi-Fi Adapter,$65.00,3.0
10172,2026/01/24 13:00,iPad Air,25$,4.0
10173,01-20-2026, iPhone 15 Pro ,,3.0
10174,01-18-2026,  iPad Air ,25 USD,4.0
10175,2026-01-23,iphone 15 pro,25$,1.0
10176,2026/01/17 23:00,MacBook Air,25 USD,3.0
10176,2026-01-09,iphone 15 pro,1100 USD,1.0
10178,01-06-2026,Wi-Fi Adapter,249$,2.0
10179,01-14-2026,MacBook Air,25,5.0
10180,2026-01-27,MacBook Pro,$25.00,5.0
10181,2026-01-15,iPad Air,599,1.0
10182,2026-01-20,iphone 15 pro,1999,2.0
10183,01-18-2026,AirPods Pro,1999 USD,1.0
10184,21/01/2026, iPhone 15 Pro ,1999,1.0
10185,2026/01/12 22:00,iPad Air,999.99 USD,3.0
10186,2026-01-13,iphone 15 pro,$999.99,2.0
10187,01-18-2026,  macbook air ,249,2.0
10188,01-11-2026, iPhone 15 Pro ,,1.0
10189,01-22-2026,iphone 15 pro,$999.99,2.0
10190,2026-01-17,iPad Air,1100 USD,5.0
10191,2026-01-03,,$999.99,2.0
10192,10/01/2026,iPad Air,999.99 USD,2.0
10193,01-18-2026,  macbook air ,$599.00,4.0
10194,2026-01-09, iPhone 15 Pro ,1999 USD,5.0
10195,21/01/2026,MacBook Air,65$,1.0
10196,2026-01-09,AirPods Pro,999.99 USD,5.0
10197,2026-01-06, iPhone 15 Pro ,1999 USD,2.0
10198,2026/01/14 06:00,Powerbank 65W,"$1,999.00",4.0
10199,01/01/2026,MacBook Air,25$,3.0
10200,01-11-2026,Powerbank 65W,1999 USD,1.0
10201,15/01/2026, iPhone 15 Pro ,599$,2.0
10202,10/01/2026,  macbook air ,999.99$,2.0
10203,01-28-2026,Wi-Fi Adapter,65 USD,3.0
10204,01-13-2026,iPad Air,1999,4.0
10205,01-10-2026,iPad Air,$65.00,4.0
10206,2026-01-28,iphone 15 pro,249,2.0
10207,01-09-2026,iPad Air,249$,4.0
10208,23/01/2026,MacBook Pro,599$,4.0
10209,2026-01-29,Wi-Fi Adapter,25 USD,5.0
10210,2026-01-08,Powerbank 65W,1100 USD,5.0
10211,16/01/2026,MacBook Pro,1999 USD,4.0
10212,26/01/2026,iphone 15 pro,65$,1.0
10213,2026-01-26,iphone 15 pro,249 USD,1.0
10214,2026/01/05 23:00,Wi-Fi Adapter,65,2.0
10215,2026/01/21 19:00,iphone 15 pro,"$1,100.00",5.0
10216,01-24-2026,Powerbank 65W,1999,5.0
10217,2026/01/02 12:00,MacBook Air,,4.0
10218,2026-01-09,Wi-Fi Adapter,999.99$,5.0
10219,16/01/2026,  iPad Air ,65 USD,2.0
10220,2026/01/06 03:00,Wi-Fi Adapter,249 USD,4.0
10221,18/01/2026,AirPods Pro,,2.0
10222,2026-01-15,  macbook air ,1999 USD,5.0
10223,07/01/2026, iPhone 15 Pro ,$65.00,3.0
10224,01-04-2026,iPad Air,599$,5.0
10225,01-27-2026,MacBook Air,599,3.0
10226,2026-01-15,AirPods Pro,599 USD,2.0
10227,01-11-2026,Wi-Fi Adapter,999.99 USD,2.0
10228,02/01/2026,  iPad Air ,25,1.0
10229,2026-01-19,iPad Air,1999 USD,1.0
10230,2026/01/16 08:00,Wi-Fi Adapter,249$,3.0
10231,11/01/2026,Powerbank 65W,$249.00,4.0
10232,01-14-2026,  iPad Air ,"$1,100.00",5.0
10233,04/01/2026,MacBook Air,999.99$,2.0
10234,21/01/2026,iphone 15 pro,"$1,100.00",3.0
10235,2026/01/23 22:00,  macbook air ,1100$,4.0
10236,01-25-2026, iPhone 15 Pro ,65 USD,3.0
10237,2026-01-12,  iPad Air ,$999.99,2.0
10238,2026/01/19 16:00,  macbook air ,65$,3.0
10239,23/01/2026,AirPods Pro,65 USD,2.0
10239,2026/01/22 03:00,Wi-Fi Adapter,1100,2.0
10241,24/01/2026,iPad Air,$599.00,4.0
10242,17/01/2026,MacBook Air,1999$,1.0
10243,2026-01-24,  macbook air ,599 USD,1.0
10244,16/01/2026, iPhone 15 Pro ,25 USD,3.0
10245,2026-01-21,iPad Air,1100 USD,1.0
10246,13/01/2026,iPad Air,65 USD,5.0
10247,2026/01/13 23:00,Wi-Fi Adapter,65 USD,5.0
10248,05/01/2026,  macbook air ,249 USD,3.0
10249,2026/01/29 02:00,AirPods Pro,25 USD,4.0
10250,14/01/2026,iPad Air,65 USD,1.0
10251,2026-01-04,Powerbank 65W,1100$,5.0
10252,2026-01-09,Wi-Fi Adapter,65$,2.0
10253,2026-01-12,Wi-Fi Adapter,249 USD,2.0
10254,2026-01-07,MacBook Air,65 USD,2.0
10255,2026-01-09,  macbook air ,1100 USD,5.0
10256,2026-01-03,Powerbank 65W,$599.00,2.0
10257,2026/01/07 12:00,Wi-Fi Adapter,65 USD,4.0
10258,2026/01/21 02:00,,25$,3.0
10259,2026-01-16,AirPods Pro,999.99 USD,2.0
10260,2026/01/26 19:00,Wi-Fi Adapter,999.99,5.0
10261,2026/01/01 22:00, iPhone 15 Pro ,249 USD,3.0
10262,26/01/2026,AirPods Pro,"$1,100.00",4.0
10263,2026-01-22,Wi-Fi Adapter,$25.00,1.0
10264,2026-01-21, iPhone 15 Pro ,65$,4.0
10265,25/01/2026,  iPad Air ,$65.00,3.0
10266,2026-01-21,Wi-Fi Adapter,$25.00,1.0
10267,2026-01-17,Wi-Fi Adapter,1100 USD,2.0
10268,01-01-2026,iphone 15 pro,1100$,2.0
10269,23/01/2026,iphone 15 pro,999.99$,1.0
10270,2026-01-09,iPad Air,65$,2.0
10271,01-08-2026,Powerbank 65W,1100$,3.0
10272,01-24-2026,Wi-Fi Adapter,1999,4.0
10273,05/01/2026,iPad Air,25,1.0
10274,18/01/2026,MacBook Air,1999 USD,1.0
10275,2026/01/26 15:00,iphone 15 pro,25,2.0
10276,01-28-2026,AirPods Pro,25,1.0
10277,01-17-2026, iPhone 15 Pro ,599,3.0
10278,01-15-2026,Powerbank 65W,65 USD,5.0
10279,2026-01-21,Powerbank 65W,599 USD,4.0
10280,2026/01/26 04:00,  iPad Air ,1999,4.0
10281,2026-01-17,MacBook Pro,599$,2.0
10282,01-11-2026,  macbook air ,249$,3.0
10283,01-01-2026,iPad Air,1100,1.0
10284,01-28-2026,iphone 15 pro,$65.00,5.0
10285,28/01/2026, iPhone 15 Pro ,599 USD,3.0
10286,23/01/2026,AirPods Pro,"$1,100.00",5.0
10287,19/01/2026,MacBook Air,1999 USD,4.0
10288,2026/01/02 23:00,iphone 15 pro,249 USD,
10289,01-28-2026,MacBook Pro,1999,3.0
10290,2026/01/26 21:00,  iPad Air ,599 USD,5.0
10291,2026-01-06, iPhone 15 Pro ,$249.00,3.0
10292,2026/01/19 16:00,iPad Air,65 USD,1.0
10293,11/01/2026,  iPad Air ,1100 USD,5.0
10294,2026/01/08 02:00,iphone 15 pro,$249.00,1.0
10295,01-28-2026,MacBook Pro,25 USD,2.0
10296,2026/01/08 23:00,iphone 15 pro,25,2.0
10297,2026/01/01 07:00,Wi-Fi Adapter,1100$,5.0
10298,01-07-2026,  macbook air ,$249.00,4.0
10299,2026/01/28 18:00,  iPad Air ,1100$,5.0
10300,09/01/2026,Wi-Fi Adapter,599 USD,3.0
10301,01-19-2026,iphone 15 pro,1999,2.0
10302,2026-01-26,MacBook Air,$599.00,5.0
10303,01-20-2026,iphone 15 pro,25,2.0
10304,2026/01/03 15:00,iphone 15 pro,65,5.0
10305,01-08-2026,MacBook Pro,$999.99,5.0
10306,01-29-2026,  macbook air ,999.99$,1.0
10307,2026/01/22 17:00,Wi-Fi Adapter,999.99,3.0
10308,01-07-2026,iphone 15 pro,1100$,2.0
10309,01-08-2026,MacBook Air,999.99 USD,5.0
10310,2026-01-05, iPhone 15 Pro ,"$1,100.00",3.0
10311,04/01/2026,MacBook Air,1100,5.0
10312,09/01/2026,  iPad Air ,25$,5.0
10313,01-18-2026,iPad Air,249 USD,1.0
10314,2026/01/08 19:00,MacBook Pro,25$,5.0
10315,15/01/2026,iphone 15 pro,$599.00,5.0
10316,12/01/2026,iphone 15 pro,1100$,1.0
10317,01-28-2026,iPad Air,$999.99,4.0
10318,01-19-2026,AirPods Pro,$999.99,2.0
10319,2026/01/22 12:00,AirPods Pro,999.99,5.0
10320,01-04-2026,iphone 15 pro,$249.00,3.0
10321,12/01/2026,  macbook air ,249,5.0
10322,25/01/2026,iphone 15 pro,,4.0
10323,2026-01-16, iPhone 15 Pro ,1999,5.0
10324,2026-01-19, iPhone 15 Pro ,599,5.0
10325,01-27-2026,MacBook Air,1100,1.0
10326,2026/01/23 09:00, iPhone 15 Pro ,249,3.0
10327,01-11-2026,MacBook Air,599$,4.0
10328,22/01/2026,iphone 15 pro,,3.0
10329,2026-01-24,  macbook air ,25 USD,5.0
10330,2026-01-04,MacBook Pro,$65.00,4.0
10331,01-10-2026,iPad Air,599,1.0
10332,2026-01-27,AirPods Pro,1100$,3.0
10333,2026-01-20,  iPad Air ,599,1.0
10334,01-13-2026, iPhone 15 Pro ,25$,2.0
10335,2026/01/27 20:00,,1999,5.0
10335,01-24-2026,MacBook Air,999.99$,1.0
10337,2026-01-18,MacBook Air,65 USD,5.0
10338,2026-01-19,iphone 15 pro,1999$,5.0
10339,2026/01/26 04:00,MacBook Air,249 USD,2.0
10340,01-08-2026,  macbook air ,249 USD,1.0
10341,2026/01/22 13:00,Powerbank 65W,65$,2.0
10342,01-23-2026,iphone 15 pro,65,1.0
10343,2026-01-24,MacBook Pro,$65.00,4.0
10344,2026-01-16,,65$,4.0
10345,01-13-2026,Wi-Fi Adapter,$999.99,2.0
10346,2026-01-22,iphone 15 pro,599 USD,4.0
10347,01-10-2026,MacBook Air,$999.99,2.0
10348,03/01/2026,Powerbank 65W,1100$,3.0
10349,2026-01-28,MacBook Pro,1999$,4.0
10350,2026/01/07 23:00,Wi-Fi Adapter,599 USD,5.0
10351,01-28-2026,MacBook Air,599$,5.0
10352,2026-01-03,Powerbank 65W,1100,3.0
10352,01-11-2026,  macbook air ,599,1.0
10354,22/01/2026,Powerbank 65W,599 USD,2.0
10355,2026/01/14 22:00,Powerbank 65W,1999,1.0
10356,01-07-2026,AirPods Pro,$65.00,3.0
10357,2026/01/29 13:00,iPad Air,1100,3.0
10358,2026-01-24, iPhone 15 Pro ,999.99 USD,5.0
10359,2026/01/23 03:00,  macbook air ,65,4.0
10360,2026/01/18 16:00,Powerbank 65W,$599.00,3.0
10361,17/01/2026,  iPad Air ,"$1,999.00",1.0
10362,01-13-2026, iPhone 15 Pro ,25$,2.0
10363,2026-01-11, iPhone 15 Pro ,65,5.0
10364,08/01/2026,,249 USD,5.0
10365,2026-01-08,iPad Air,1100$,5.0
10366,2026/01/26 20:00,Powerbank 65W,249 USD,4.0
10367,11/01/2026,,249 USD,2.0
10368,2026/01/26 11:00,  iPad Air ,1100 USD,4.0
10369,2026/01/03 18:00,iPad Air,249 USD,3.0
10370,2026-01-07,  macbook air ,25,5.0
10371,2026/01/18 05:00,iphone 15 pro,$65.00,3.0
10372,2026-01-28,AirPods Pro,249 USD,1.0
10373,09/01/2026,iPad Air,249,4.0
10374,01-07-2026,MacBook Air,,1.0
10375,2026-01-09,Wi-Fi Adapter,999.99 USD,4.0
10376,2026-01-18,iPad Air,65 USD,4.0
10377,2026-01-05,MacBook Pro,"$1,100.00",1.0
10378,2026-01-28,MacBook Pro,,5.0
10379,17/01/2026,MacBook Pro,249,4.0
10380,2026/01/25 07:00,iPad Air,"$1,999.00",1.0
10381,2026/01/07 11:00,Powerbank 65W,65 USD,2.0
10382,06/01/2026,AirPods Pro,1100$,1.0
10383,26/01/2026,iPad Air,249$,3.0
10384,2026/01/20 04:00,MacBook Air,65$,4.0
10385,2026/01/17 00:00,MacBook Pro,"$1,100.00",1.0
10386,2026-01-05,MacBook Air,$999.99,5.0
10387,2026-01-04, iPhone 15 Pro ,25$,
10388,2026/01/24 00:00,MacBook Pro,1999$,4.0
10389,2026/01/02 05:00,MacBook Pro,1100 USD,3.0
10390,2026-01-08,AirPods Pro,599,5.0
10391,2026-01-05,AirPods Pro,999.99$,4.0
10392,01-18-2026,AirPods Pro,"$1,999.00",4.0
10393,01-20-2026, iPhone 15 Pro ,999.99$,1.0
10394,01-16-2026,AirPods Pro,25$,
10394,2026-01-04,MacBook Pro,65$,2.0
10396,2026/01/11 01:00,  macbook air ,$25.00,3.0
10397,01-27-2026,AirPods Pro,1100$,4.0
10398,2026-01-08,iphone 15 pro,249 USD,5.0
10399,2026-01-06,AirPods Pro,65$,5.0
10400,2026/01/28 01:00, iPhone 15 Pro ,65$,3.0
10401,26/01/2026,  macbook air ,$25.00,5.0
10402,01-20-2026,Powerbank 65W,1999$,5.0
10403,2026/01/18 09:00,iphone 15 pro,65,5.0
10404,2026-01-13,iPad Air,$65.00,3.0
10405,01-21-2026,MacBook Air,1100,5.0
10406,28/01/2026,iphone 15 pro,$65.00,3.0
10407,02/01/2026,,999.99 USD,2.0
10408,2026/01/26 03:00,iphone 15 pro,249$,5.0
10409,2026-01-09,iPad Air,599 USD,2.0
10410,2026-01-26,Powerbank 65W,$25.00,1.0
10411,17/01/2026, iPhone 15 Pro ,249 USD,3.0
10412,2026/01/22 22:00,iphone 15 pro,$249.00,1.0
10413,16/01/2026,  iPad Air ,$65.00,4.0
10414,01-02-2026,  iPad Air ,1999,5.0
10415,2026-01-16, iPhone 15 Pro ,$599.00,4.0
10416,2026-01-05,  iPad Air ,1999$,4.0
10417,2026-01-24,iphone 15 pro,999.99$,4.0
10418,01-16-2026,  macbook air ,249,5.0
10419,2026-01-15, iPhone 15 Pro ,249,5.0
10420,2026-01-23,MacBook Pro,1999$,1.0
10421,2026-01-14, iPhone 15 Pro ,65,3.0
10422,2026/01/21 16:00,Wi-Fi Adapter,1100 USD,5.0
10423,05/01/2026,Powerbank 65W,$25.00,3.0
10424,01-16-2026,iphone 15 pro,65,1.0
10425,01-19-2026,  macbook air ,,3.0
10426,2026/01/17 09:00,MacBook Pro,1999 USD,2.0
10427,2026-01-05, iPhone 15 Pro ,"$1,999.00",5.0
10428,2026-01-26,  macbook air ,$25.00,1.0
10429,2026/01/01 08:00,iphone 15 pro,599 USD,5.0
10430,2026-01-19,  iPad Air ,1100,5.0
10431,13/01/2026,iphone 15 pro,,3.0
10432,2026/01/26 23:00,Wi-Fi Adapter,$25.00,5.0
10433,01-07-2026, iPhone 15 Pro ,1999,4.0
10434,2026-01-05,Powerbank 65W,25 USD,5.0
10435,2026-01-21,MacBook Pro,$25.00,1.0
10436,01-19-2026, iPhone 15 Pro ,1999,5.0
10437,01-04-2026,iphone 15 pro,65$,5.0
10438,25/01/2026,MacBook Air,25$,2.0
10439,2026-01-19,iPad Air,65 USD,4.0
10440,2026/01/12 05:00, iPhone 15 Pro ,"$1,100.00",3.0
10441,01-15-2026,AirPods Pro,$999.99,4.0
10442,2026-01-24,  iPad Air ,65 USD,1.0
10443,2026/01/08 09:00,iphone 15 pro,65 USD,2.0
10444,2026-01-07,MacBook Air,$65.00,3.0
10445,01-08-2026,,65,5.0
10446,2026-01-14,MacBook Air,1999,1.0
10447,11/01/2026,AirPods Pro,1100 USD,1.0
10448,2026/01/02 00:00,iphone 15 pro,65 USD,3.0
10449,07/01/2026,iphone 15 pro,"$1,100.00",5.0
10450,17/01/2026,Wi-Fi Adapter,599 USD,1.0
10451,01-12-2026,  iPad Air ,$249.00,5.0
10452,02/01/2026, iPhone 15 Pro ,1999$,5.0
10453,2026-01-04, iPhone 15 Pro ,599,5.0
10454,2026/01/24 12:00,iphone 15 pro,65,3.0
10455,08/01/2026,Wi-Fi Adapter,999.99 USD,5.0
10456,2026/01/03 09:00,Powerbank 65W,$599.00,2.0
10457,01-23-2026,MacBook Air,249 USD,1.0
10458,2026-01-26,  iPad Air ,599,2.0
10459,01/01/2026,AirPods Pro,$25.00,4.0
10460,2026-01-22,  macbook air ,999.99 USD,5.0
10461,14/01/2026,  macbook air ,249 USD,3.0
10462,2026/01/11 10:00,,599$,5.0
10463,2026/01/22 01:00,  iPad Air ,1999$,1.0
10464,27/01/2026,AirPods Pro,65 USD,5.0
10465,2026-01-04,AirPods Pro,65,1.0
10466,01-11-2026,  macbook air ,599,1.0
10466,2026/01/02 00:00, iPhone 15 Pro ,25,5.0
10468,21/01/2026, iPhone 15 Pro ,599$,1.0
10469,2026-01-22,  macbook air ,65 USD,1.0
10470,2026-01-25,MacBook Pro,1100,1.0
10471,2026-01-02,Powerbank 65W,65$,3.0
10472,13/01/2026,iphone 15 pro,999.99$,4.0
10473,01-02-2026,MacBook Air,1999 USD,4.0
10474,2026-01-29,AirPods Pro,$249.00,2.0
10475,15/01/2026,Wi-Fi Adapter,1999,5.0
10476,10/01/2026,MacBook Pro,599$,3.0
10477,2026/01/29 12:00,Wi-Fi Adapter,,4.0
10478,01-02-2026,Wi-Fi Adapter,1999 USD,
10479,01-02-2026,Wi-Fi Adapter,$25.00,1.0
10480,01-16-2026,MacBook Pro,$249.00,5.0
10481,13/01/2026, iPhone 15 Pro ,999.99$,5.0
10482,01-10-2026, iPhone 15 Pro ,599$,1.0
10483,01-21-2026,MacBook Pro,$249.00,5.0
10484,2026-01-25,MacBook Pro,599$,3.0
10485,2026-01-07,MacBook Pro,999.99 USD,2.0
10486,01-16-2026,MacBook Air,$249.00,3.0
10487,2026/01/03 01:00,iPad Air,249$,1.0
10488,2026/01/14 14:00,iphone 15 pro,$999.99,3.0
10489,2026/01/21 23:00,MacBook Air,599 USD,2.0
10490,2026/01/27 08:00,iphone 15 pro,$65.00,5.0
10491,2026-01-19,Wi-Fi Adapter,$25.00,2.0
10492,04/01/2026,MacBook Pro,249,4.0
10493,12/01/2026, iPhone 15 Pro ,$25.00,5.0
10494,19/01/2026,Wi-Fi Adapter,$25.00,1.0
10494,01/01/2026,Powerbank 65W,25,5.0
10496,01-12-2026,  macbook air ,999.99 USD,4.0
10497,2026-01-25,iPad Air,999.99 USD,3.0
10498,2026-01-13,MacBook Air,"$1,999.00",1.0
10499,2026/01/11 12:00, iPhone 15 Pro ,65,1.0
10500,2026-01-20,iPad Air,1100 USD,2.0
10501,01-04-2026,Powerbank 65W,,5.0
10502,01-18-2026,Wi-Fi Adapter,1100,1.0
10503,28/01/2026,iphone 15 pro,1999,2.0
10504,25/01/2026,  macbook air ,65 USD,1.0
10505,15/01/2026,Powerbank 65W,249 USD,4.0
10506,01/01/2026,  macbook air ,65$,1.0
