sale_id,date,product_name,price,quantity
20037,03-25-2026, iPhone 15 Pro ,,2.0
20038,16/03/2026,AirPods Pro,1999 USD,2.0
20039,2026-03-03,MacBook Pro,$65.00,3.0
20040,2026-03-06, iPhone 15 Pro ,,2.0
20041,15/03/2026,Wi-Fi Adapter,1999 USD,4.0
20042,2026/03/17 00:00,iPad Air,$999.99,3.0
20043,2026-03-04,AirPods Pro,$999.99,2.0
20044,03-08-2026,  macbook air ,1100,2.0
20045,03-21-2026,AirPods Pro,1100$,5.0
20046,2026-03-20,Wi-Fi Adapter,599$,4.0
20047,2026-03-30,iPad Air,599 USD,5.0
20048,2026-03-27,MacBook Air,599,4.0
20049,2026-03-23,iphone 15 pro,599$,3.0
20050,2026-03-08,  iPad Air ,25,2.0
20051,16/03/2026,MacBook Air,65$,3.0
20052,05/03/2026,  macbook air ,$999.99,3.0
20053,03-15-2026,  iPad Air ,1100 USD,5.0
20054,2026-03-12,Powerbank 65W,25$,5.0
20055,09/03/2026,Powerbank 65W,$65.00,5.0
20056,25/03/2026,iPad Air,1999 USD,2.0
20057,03-26-2026,  iPad Air ,25 USD,2.0
20058,02/03/2026,  iPad Air ,$599.00,5.0
20059,22/03/2026,MacBook Pro,65,2.0
20060,25/03/2026,MacBook Pro,65 USD,5.0
20061,03-10-2026,iphone 15 pro,1999 USD,4.0
20062,03-08-2026,iPad Air,249$,4.0
20063,14/03/2026,  iPad Air ,25$,3.0
20064,2026/03/12 04:00,iPad Air,1100 USD,1.0
20065,03-20-2026,AirPods Pro,599$,5.0
20066,2026/03/24 06:00,iphone 15 pro,$249.00,2.0
20067,03-21-2026,Wi-Fi Adapter,1100 USD,4.0
20068,2026/03/09 02:00,iphone 15 pro,1999 USD,3.0
20069,09/03/2026,iPad Air,$25.00,1.0
20070,2026-03-12,iphone 15 pro,$999.99,2.0
20071,03-14-2026,MacBook Air,249$,3.0
20072,03-30-2026,AirPods Pro,999.99 USD,
20073,2026/03/07 17:00,,1999$,5.0
20074,2026-03-08,MacBook Air,999.99$,
20075,03-26-2026,AirPods Pro,599$,5.0
20076,2026-03-27,MacBook Pro,249$,1.0
20077,22/03/2026,MacBook Pro,249 USD,
20078,03-08-2026,AirPods Pro,25,4.0
20079,03-21-2026,Wi-Fi Adapter,999.99 USD,
20080,03-28-2026,iphone 15 pro,"$1,100.00",4.0
20081,03-23-2026,Wi-Fi Adapter,599 USD,1.0
20082,2026/03/26 03:00,Powerbank 65W,$25.00,2.0
20083,2026/03/29 01:00,MacBook Air,$999.99,4.0
20084,03-25-2026,MacBook Pro,$249.00,3.0
20085,03-02-2026,  macbook air ,65 USD,1.0
20086,30/03/2026,Wi-Fi Adapter,1999 USD,1.0
20087,03-20-2026,Wi-Fi Adapter,1100$,3.0
20088,2026/03/11 09:00,iphone 15 pro,249,3.0
20089,03-20-2026,  iPad Air ,1999$,1.0
20090,09/03/2026,iPad Air,1100 USD,4.0
20091,14/03/2026,AirPods Pro,25,3.0
20092,2026/03/18 00:00,MacBook Pro,1100,3.0
20093,2026-03-08,Wi-Fi Adapter,25,4.0
20094,2026-03-29,Wi-Fi Adapter,1999$,4.0
20095,03-25-2026,MacBook Pro,1999 USD,4.0
20096,2026-03-04,  iPad Air ,$25.00,3.0
20097,2026-03-21,MacBook Air,249 USD,1.0
20098,2026/03/26 18:00,Powerbank 65W,25 USD,5.0
20099,2026/03/28 11:00,Powerbank 65W,1999$,3.0
20100,2026-03-26,Powerbank 65W,65,5.0
20101,2026/03/28 02:00,  macbook air ,599 USD,4.0
20102,03-09-2026,  iPad Air ,65 USD,1.0
20103,03-11-2026,Wi-Fi Adapter,599$,1.0
20104,03-19-2026,  macbook air ,1999 USD,1.0
20105,2026/03/30 05:00,iPad Air,1100 USD,3.0
20106,2026/03/18 13:00,iphone 15 pro,1999$,1.0
20107,22/03/2026,MacBook Air,25$,4.0
20108,03-25-2026,,25 USD,
20109,2026/03/14 18:00,AirPods Pro,25 USD,4.0
20110,2026-03-11,  iPad Air ,25 USD,1.0
20111,2026/03/22 07:00, iPhone 15 Pro ,65$,1.0
20112,2026/03/02 17:00,MacBook Pro,$25.00,4.0
20113,2026/03/29 09:00,MacBook Pro,249,3.0
20114,2026/03/10 21:00,  macbook air ,,3.0
20115,2026/03/16 15:00,  iPad Air ,1100,5.0
20116,24/03/2026,  iPad Air ,$599.00,5.0
20117,03-18-2026,iPad Air,999.99 USD,3.0
20118,21/03/2026,Wi-Fi Adapter,599$,4.0
20119,2026-03-24,  iPad Air ,1100$,3.0
20120,2026/03/18 11:00,Wi-Fi Adapter,599,4.0
20121,03/03/2026,MacBook Pro,599$,4.0
20122,05/03/2026,iphone 15 pro,65$,5.0
20123,03-10-2026,MacBook Pro,$65.00,4.0
20124,2026-03-28,  iPad Air ,1999 USD,5.0
20125,21/03/2026,iphone 15 pro,$999.99,2.0
20126,03-24-2026,MacBook Pro,,1.0
20127,2026-03-06,Powerbank 65W,249,4.0
20128,2026-03-03,  iPad Air ,1999$,2.0
20129,2026/03/27 18:00,  iPad Air ,25$,1.0
20130,03-16-2026,Powerbank 65W,1999$,1.0
20131,03-26-2026, iPhone 15 Pro ,599 USD,1.0
20132,03-15-2026, iPhone 15 Pro ,65 USD,1.0
20133,24/03/2026,iPad Air,65,3.0
20134,2026-03-23,  macbook air ,25 USD,5.0
20135,2026-03-19,iPad Air,,3.0
20136,03-13-2026,Powerbank 65W,$249.00,5.0
20137,13/03/2026,MacBook Air,599 USD,5.0
20138,27/03/2026,MacBook Air,,3.0
20139,2026/03/11 19:00,iPad Air,999.99 USD,3.0
20140,10/03/2026,iphone 15 pro,1100 USD,2.0
20141,03-04-2026,MacBook Pro,999.99$,5.0
20142,2026-03-23, iPhone 15 Pro ,65 USD,4.0
20143,03-28-2026, iPhone 15 Pro ,$249.00,3.0
20144,2026/03/13 02:00,  iPad Air ,$249.00,4.0
20145,05/03/2026,iphone 15 pro,1100,2.0
20146,03-16-2026,AirPods Pro,249 USD,1.0
20147,27/03/2026,Powerbank 65W,999.99 USD,4.0
20148,03-29-2026, iPhone 15 Pro ,599,2.0
20149,2026/03/30 00:00,MacBook Air,65$,1.0
20150,2026/03/24 06:00, iPhone 15 Pro ,999.99 USD,2.0
20151,2026-03-04, iPhone 15 Pro ,,2.0
20152,2026/03/28 23:00,iPad Air,999.99$,4.0
20153,23/03/2026,MacBook Air,599,2.0
20154,2026/03/20 08:00,MacBook Air,1999 USD,2.0
20155,30/03/2026,MacBook Pro,599 USD,1.0
20156,03-15-2026,MacBook Air,599 USD,1.0
20157,03-11-2026,  iPad Air ,25,4.0
20158,2026/03/29 17:00,iphone 15 pro,$249.00,3.0
20159,03-05-2026,MacBook Air,1100$,2.0
20160,03-04-2026,Powerbank 65W,25,1.0
20161,2026/03/10 05:00,iphone 15 pro,65,1.0
20162,28/03/2026,iPad Air,599$,3.0
20163,09/03/2026,MacBook Air,1100$,3.0
20164,14/03/2026,iphone 15 pro,$25.00,4.0
20165,05/03/2026,,1999 USD,2.0
20166,2026-03-23,,$25.00,5.0
20167,27/03/2026,  iPad Air ,1999,5.0
20168,20/03/2026,MacBook Air,"$1,100.00",4.0
20169,17/03/2026,iphone 15 pro,65$,1.0
20170,20/03/2026,,25 USD,5.0
20171,23/03/2026,iphone 15 pro,"$1,100.00",3.0
20172,2026/03/08 22:00,MacBook Air,249,5.0
20173,03-22-2026,MacBook Air,65$,5.0
20174,03-07-2026,  macbook air ,1100,3.0
20175,22/03/2026,MacBook Air,25$,1.0
20176,2026-03-15,  macbook air ,"$1,999.00",1.0
20177,04/03/2026,  macbook air ,1999,2.0
20178,2026-03-16,Wi-Fi Adapter,999.99,4.0
20179,2026-03-13,  iPad Air ,599,3.0
20180,2026/03/11 20:00,iphone 15 pro,1999,5.0
20181,03-19-2026,iphone 15 pro,1100 USD,4.0
20182,2026-03-24,  macbook air ,1999 USD,1.0
20183,03-10-2026,MacBook Pro,65,4.0
20184,2026/03/13 02:00,MacBook Air,999.99$,5.0
20185,2026/03/09 22:00,AirPods Pro,25 USD,4.0
20186,15/03/2026, iPhone 15 Pro ,1100 USD,5.0
20187,2026-03-15,,65 USD,2.0
20188,20/03/2026,  iPad Air ,1100$,4.0
20189,30/03/2026,AirPods Pro,"$1,999.00",4.0
20190,2026/03/03 12:00,Wi-Fi Adapter,599$,3.0
20191,03-02-2026,  macbook air ,249$,5.0
20192,2026/03/14 09:00,  macbook air ,1100 USD,4.0
20193,2026-03-26,Powerbank 65W,999.99$,
20194,2026-03-12, iPhone 15 Pro ,999.99 USD,2.0
20195,03-09-2026,MacBook Air,1999,3.0
20196,03-29-2026,AirPods Pro,$65.00,2.0
20197,2026-03-07,Powerbank 65W,1999$,5.0
20198,03-19-2026,  macbook air ,999.99$,4.0
20199,19/03/2026,iPad Air,25,3.0
20200,30/03/2026,MacBook Pro,25,5.0
20201,26/03/2026,MacBook Air,"$1,999.00",3.0
20202,21/03/2026,MacBook Air,$599.00,5.0
20203,03-08-2026,MacBook Air,1100$,1.0
20204,2026-03-24, iPhone 15 Pro ,999.99 USD,4.0
20205,2026/03/06 17:00,Powerbank 65W,999.99 USD,5.0
20206,2026-03-28,AirPods Pro,249,4.0
20207,2026-03-08,iphone 15 pro,1100$,5.0
20208,24/03/2026, iPhone 15 Pro ,$249.00,4.0
20209,2026/03/12 20:00,iphone 15 pro,999.99 USD,5.0
20210,03-09-2026,Wi-Fi Adapter,"$1,100.00",1.0
20211,16/03/2026,iphone 15 pro,25 USD,5.0
20212,07/03/2026,iphone 15 pro,65,4.0
20213,2026/03/17 04:00,Powerbank 65W,599,1.0
20214,2026/03/29 13:00,MacBook Pro,1999,3.0
20215,2026-03-18,iPad Air,$65.00,1.0
20216,2026/03/18 09:00,MacBook Pro,1100,5.0
20217,03-02-2026,iPad Air,1999$,4.0
20218,2026/03/13 16:00,  macbook air ,1999,4.0
20219,2026-03-27,  iPad Air ,999.99$,1.0
20220,2026/03/25 20:00,MacBook Air,25 USD,
20221,03-08-2026,Wi-Fi Adapter,25$,5.0
20222,2026/03/26 22:00,  iPad Air ,1100$,5.0
20223,03-30-2026,iphone 15 pro,249$,3.0
20224,2026-03-19,  iPad Air ,1100 USD,2.0
20225,2026/03/13 06:00,AirPods Pro,65,2.0
20226,2026-03-15,iPad Air,"$1,999.00",5.0
20227,08/03/2026,Wi-Fi Adapter,1100,5.0
20228,2026/03/07 12:00,  iPad Air ,$25.00,4.0
20229,2026-03-06,  iPad Air ,1100$,5.0
20230,03-15-2026,MacBook Air,1999,4.0
20231,06/03/2026,  iPad Air ,$25.00,3.0
20232,02/03/2026,AirPods Pro,1999,3.0
20233,03-17-2026,MacBook Air,1100$,5.0
20234,15/03/2026,MacBook Pro,249,5.0
20235,2026/03/22 05:00,MacBook Pro,1999 USD,5.0
20236,2026/03/25 01:00,AirPods Pro,"$1,999.00",5.0
20237,2026-03-04,AirPods Pro,1999 USD,3.0
20238,03-02-2026,MacBook Air,599 USD,1.0
20239,03-04-2026,Powerbank 65W,$25.00,1.0
20240,11/03/2026,Powerbank 65W,1999,4.0
20241,03-19-2026,iPad Air,1999,5.0
20242,2026/03/22 17:00,AirPods Pro,249$,5.0
20243,03-20-2026,MacBook Pro,"$1,100.00",1.0
20244,03-30-2026,AirPods Pro,999.99$,2.0
20245,2026-03-21,iphone 15 pro,"$1,100.00",5.0
20246,20/03/2026, iPhone 15 Pro ,999.99,4.0
20247,06/03/2026,MacBook Pro,$65.00,1.0
20248,2026/03/27 05:00,MacBook Pro,$65.00,4.0
20249,03-18-2026,Powerbank 65W,1999 USD,1.0
20250,2026-03-25, iPhone 15 Pro ,"$1,999.00",4.0
20251,2026/03/20 04:00,MacBook Air,599,5.0
20252,03-13-2026,,999.99,1.0
20253,2026-03-13,Powerbank 65W,599 USD,3.0
20254,03-30-2026,Powerbank 65W,1999,1.0
20255,22/03/2026,MacBook Pro,$65.00,3.0
20256,2026/03/03 18:00,AirPods Pro,$65.00,4.0
20257,2026/03/07 07:00,  iPad Air ,$999.99,4.0
20258,21/03/2026,iphone 15 pro,$65.00,2.0
20259,2026/03/09 20:00,MacBook Pro,25,2.0
20260,2026-03-07, iPhone 15 Pro ,1100$,4.0
20261,2026-03-15,MacBook Air,65$,5.0
20262,2026/03/14 14:00,  macbook air ,$599.00,5.0
20263,23/03/2026,iPad Air,249 USD,5.0
20264,2026/03/09 01:00,iPad Air,249 USD,5.0
20265,29/03/2026,Wi-Fi Adapter,25$,3.0
20266,2026/03/26 19:00,MacBook Pro,999.99$,5.0
20267,28/03/2026,MacBook Air,599$,3.0
20268,19/03/2026,  iPad Air ,"$1,100.00",1.0
20269,04/03/2026,AirPods Pro,"$1,999.00",4.0
20270,07/03/2026,iphone 15 pro,$65.00,3.0
20271,2026-03-12,Wi-Fi Adapter,599$,1.0
20272,03-23-2026,iphone 15 pro,65 USD,2.0
20273,13/03/2026,  iPad Air ,599,4.0
20274,22/03/2026,  macbook air ,$65.00,4.0
20275,03-18-2026,MacBook Air,$65.00,2.0
20276,2026/03/19 22:00,MacBook Air,1100$,5.0
20276,16/03/2026,MacBook Air,599 USD,2.0
20278,2026-03-17,iphone 15 pro,65$,2.0
20279,2026/03/07 06:00,AirPods Pro,$249.00,2.0
20280,2026-03-21,iphone 15 pro,$65.00,2.0
20281,2026-03-17,,$65.00,3.0
20282,28/03/2026,  iPad Air ,1999 USD,4.0
20283,2026-03-04,AirPods Pro,$65.00,4.0
20284,2026/03/10 03:00,iPad Air,999.99,3.0
20285,03-30-2026,Wi-Fi Adapter,599,3.0
20286,18/03/2026,MacBook Pro,1999 USD,1.0
20287,03-02-2026,  macbook air ,"$1,100.00",5.0
20288,2026/03/26 23:00,MacBook Pro,$599.00,5.0
20289,17/03/2026,Powerbank 65W,,1.0
20290,03-13-2026,iphone 15 pro,599$,2.0
20291,03-10-2026,iPad Air,$249.00,5.0
20292,2026-03-14,iphone 15 pro,65$,5.0
20293,2026/03/08 19:00,  macbook air ,999.99$,2.0
20294,2026-03-08,  macbook air ,999.99,2.0
20295,2026/03/10 05:00,AirPods Pro,65 USD,4.0
20296,2026-03-10, iPhone 15 Pro ,249$,1.0
20297,2026/03/16 22:00,iPad Air,999.99$,4.0
20298,03-04-2026,iphone 15 pro,25,3.0
20299,2026-03-07,MacBook Air,"$1,100.00",2.0
20300,25/03/2026,  macbook air ,1100 USD,3.0
20301,03/03/2026,AirPods Pro,999.99$,5.0
20301,2026/03/08 05:00,MacBook Pro,249 USD,1.0
20303,2026/03/30 12:00,  macbook air ,1999$,4.0
20304,2026-03-04,MacBook Pro,$599.00,1.0
20305,26/03/2026,,599,5.0
20306,2026/03/30 18:00,iPad Air,599 USD,3.0
20307,20/03/2026,MacBook Pro,999.99 USD,1.0
20308,2026/03/14 00:00,MacBook Pro,249$,5.0
20309,05/03/2026,AirPods Pro,249,5.0
20310,03/03/2026,AirPods Pro,"$1,999.00",5.0
20311,10/03/2026,  iPad Air ,599 USD,5.0
20312,2026/03/09 17:00,MacBook Air,$249.00,5.0
20313,08/03/2026,AirPods Pro,65,2.0
20314,20/03/2026,  iPad Air ,1999$,5.0
20315,2026/03/29 12:00,AirPods Pro,1100,1.0
20316,03-04-2026, iPhone 15 Pro ,"$1,999.00",2.0
20317,03-15-2026,Powerbank 65W,$249.00,1.0
20318,03-13-2026,AirPods Pro,999.99,3.0
20319,26/03/2026, iPhone 15 Pro ,599$,1.0
20320,30/03/2026,  iPad Air ,$599.00,1.0
20321,2026-03-09,MacBook Air,1100,3.0
20322,03-02-2026, iPhone 15 Pro ,599,4.0
20323,03-19-2026,iphone 15 pro,1100,3.0
20324,2026-03-17,  macbook air ,,5.0
20325,2026/03/15 18:00,iphone 15 pro,1100 USD,2.0
20326,03-12-2026,Wi-Fi Adapter,65 USD,5.0
20327,2026-03-12,AirPods Pro,25 USD,2.0
20328,2026-03-22,Powerbank 65W,"$1,999.00",3.0
20329,2026/03/13 04:00,AirPods Pro,65$,2.0
20330,2026/03/21 14:00, iPhone 15 Pro ,249,3.0
20331,03-29-2026, iPhone 15 Pro ,$599.00,5.0
20332,24/03/2026, iPhone 15 Pro ,65,2.0
20333,26/03/2026,MacBook Air,$65.00,
20334,2026/03/29 15:00,Powerbank 65W,1100$,1.0
20334,2026/03/24 21:00,iPad Air,1100$,5.0
20336,2026-03-24,  macbook air ,249$,1.0
20337,2026/03/21 06:00,MacBook Air,,4.0
20338,2026/03/12 21:00,MacBook Air,$249.00,5.0
20339,02/03/2026,MacBook Air,999.99$,
20340,03-17-2026,Powerbank 65W,1100 USD,4.0
20341,2026/03/29 18:00, iPhone 15 Pro ,"$1,999.00",1.0
20341,2026/03/22 15:00,iPad Air,1999$,3.0
20343,15/03/2026,MacBook Pro,999.99,1.0
20344,03-20-2026,MacBook Pro,$999.99,1.0
20345,03-14-2026,  iPad Air ,25,1.0
20346,2026/03/27 02:00,  macbook air ,1999 USD,5.0
20347,2026-03-05,,$599.00,5.0
20348,2026/03/22 18:00,MacBook Air,599,1.0
20349,2026/03/12 07:00,  iPad Air ,599$,1.0
20350,2026-03-23,Wi-Fi Adapter,$999.99,5.0
20351,2026-03-04,Wi-Fi Adapter,1999,3.0
20352,28/03/2026,iPad Air,"$1,999.00",1.0
20353,2026-03-12, iPhone 15 Pro ,$599.00,4.0
20354,2026/03/19 22:00,MacBook Pro,1100$,5.0
20355,03-22-2026,Wi-Fi Adapter,"$1,100.00",4.0
20356,03-25-2026,MacBook Air,25 USD,3.0
20357,03-06-2026,AirPods Pro,999.99$,2.0
20358,22/03/2026,iphone 15 pro,1100$,4.0
20359,03-03-2026,AirPods Pro,"$1,100.00",2.0
20360,09/03/2026,  macbook air ,65,1.0
20361,2026-03-24,  iPad Air ,999.99 USD,1.0
20362,2026/03/02 06:00,iphone 15 pro,1100,3.0
20363,03-09-2026,MacBook Pro,65,4.0
20364,2026-03-04,MacBook Pro,25,5.0
20365,03-30-2026, iPhone 15 Pro ,249 USD,3.0
20366,03-16-2026,iPad Air,65,1.0
20367,2026/03/08 09:00,Powerbank 65W,$25.00,4.0
20368,2026/03/05 16:00,  macbook air ,1999 USD,2.0
20369,2026/03/18 09:00,iphone 15 pro,25,5.0
20370,2026-03-04,Wi-Fi Adapter,$999.99,2.0
20371,2026-03-23,AirPods Pro,1100,3.0
20372,2026/03/12 07:00,AirPods Pro,$599.00,2.0
20373,2026-03-13,iPad Air,"$1,100.00",3.0
20374,03-10-2026,MacBook Air,1999 USD,2.0
20375,2026-03-26,MacBook Air,1999,5.0
20376,08/03/2026, iPhone 15 Pro ,$599.00,4.0
20377,03-27-2026,MacBook Pro,1999$,3.0
20378,03-03-2026,Powerbank 65W,25,4.0
20379,04/03/2026,iPad Air,999.99,1.0
20380,2026/03/14 19:00,Powerbank 65W,25 USD,3.0
20381,2026/03/04 11:00,  iPad Air ,$249.00,3.0
20382,2026-03-03,MacBook Pro,25,3.0
20383,03-30-2026,iPad Air,999.99$,5.0
20384,11/03/2026,  macbook air ,65,3.0
20385,2026-03-22,Wi-Fi Adapter,$599.00,1.0
20386,2026/03/19 16:00,iPad Air,599,3.0
20387,05/03/2026,  iPad Air ,25,2.0
20388,2026/03/28 16:00, iPhone 15 Pro ,$65.00,5.0
20389,03/03/2026, iPhone 15 Pro ,65,5.0
20390,07/03/2026,  macbook air ,999.99 USD,3.0
20391,2026/03/06 03:00,Powerbank 65W,$249.00,5.0
20392,2026/03/06 00:00,MacBook Pro,65$,3.0
20393,2026-03-06,iPad Air,25$,5.0
20394,03-18-2026,iphone 15 pro,249,4.0
20395,05/03/2026, iPhone 15 Pro ,$999.99,4.0
20396,2026/03/09 10:00,iPad Air,$599.00,1.0
20397,28/03/2026,AirPods Pro,999.99$,4.0
20398,18/03/2026,  macbook air ,1999 USD,1.0
20399,03-24-2026,AirPods Pro,$65.00,3.0
20400,03-08-2026,AirPods Pro,999.99,3.0
20401,09/03/2026, iPhone 15 Pro ,1100$,4.0
20402,2026-03-06,Powerbank 65W,"$1,999.00",3.0
20403,30/03/2026, iPhone 15 Pro ,65 USD,1.0
20404,2026-03-13,MacBook Pro,,3.0
20405,03-05-2026,  iPad Air ,1999 USD,4.0
20406,18/03/2026,  macbook air ,25$,4.0
20407,2026-03-02,iphone 15 pro,599 USD,2.0
20408,03-10-2026,iPad Air,249,2.0
20409,12/03/2026,Powerbank 65W,25$,4.0
20410,10/03/2026,  macbook air ,1100,3.0
20411,03-25-2026,AirPods Pro,"$1,999.00",2.0
20412,19/03/2026,iphone 15 pro,25 USD,3.0
20413,2026/03/29 17:00,MacBook Air,"$1,999.00",2.0
20414,2026-03-26,iphone 15 pro,$25.00,2.0
20415,2026/03/12 09:00,  macbook air ,$65.00,3.0
20416,2026-03-26,,$999.99,5.0
20417,06/03/2026,Powerbank 65W,1100$,4.0
20418,2026-03-30,iPad Air,999.99 USD,5.0
20419,2026/03/22 12:00,Powerbank 65W,$65.00,4.0
20420,2026-03-22,MacBook Pro,$25.00,5.0
20421,20/03/2026, iPhone 15 Pro ,"$1,999.00",3.0
20422,2026-03-10,  macbook air ,65 USD,5.0
20423,03-03-2026,  iPad Air ,65,3.0
20424,03-03-2026,Wi-Fi Adapter,$599.00,2.0
20425,26/03/2026,AirPods Pro,249,1.0
20426,2026-03-13,Powerbank 65W,599$,4.0
20427,23/03/2026,iPad Air,$25.00,3.0
20428,2026/03/30 05:00,iphone 15 pro,$65.00,3.0
20429,2026-03-23,Powerbank 65W,"$1,999.00",5.0
20430,2026/03/12 18:00,,65$,1.0
20431,2026-03-08,AirPods Pro,1100$,3.0
20432,20/03/2026, iPhone 15 Pro ,$25.00,4.0
20433,03-20-2026,iPad Air,1100$,2.0
20434,03-23-2026, iPhone 15 Pro ,599 USD,3.0
20435,2026-03-24,  macbook air ,$249.00,2.0
20436,2026-03-23, iPhone 15 Pro ,25$,3.0
20437,2026-03-08,iPad Air,249,1.0
20438,06/03/2026,  macbook air ,249 USD,3.0
20439,2026/03/28 21:00,MacBook Pro,999.99$,1.0
20440,26/03/2026,MacBook Pro,1100,2.0
20441,2026-03-30,AirPods Pro,1100$,2.0
20442,2026/03/06 14:00,  macbook air ,249,5.0
20443,25/03/2026,iPad Air,"$1,999.00",3.0
20444,03-29-2026,Wi-Fi Adapter,"$1,999.00",1.0
20445,2026-03-09,Wi-Fi Adapter,"$1,999.00",2.0
20446,03-13-2026,iphone 15 pro,249$,4.0
20447,2026/03/02 11:00,Wi-Fi Adapter,$999.99,5.0
20448,03-16-2026,MacBook Air,999.99,3.0
20449,10/03/2026,AirPods Pro,1100$,3.0
20450,2026/03/14 13:00,Wi-Fi Adapter,25 USD,2.0
20451,2026-03-23,Powerbank 65W,1100,1.0
20452,03-24-2026,Powerbank 65W,249 USD,3.0
20453,03-17-2026,Wi-Fi Adapter,65,5.0
20454,22/03/2026,AirPods Pro,25 USD,4.0
20455,10/03/2026,MacBook Pro,25$,5.0
20456,2026/03/06 13:00,MacBook Pro,1999 USD,4.0
20457,05/03/2026,,1999,2.0
20458,03-15-2026,  macbook air ,249,3.0
20459,20/03/2026,MacBook Air,65$,3.0
20460,27/03/2026,iphone 15 pro,1999$,3.0
20461,28/03/2026,  iPad Air ,65$,2.0
20462,06/03/2026,Powerbank 65W,$25.00,2.0
20463,2026-03-25,,65,4.0
20464,21/03/2026,Wi-Fi Adapter,999.99,4.0
20465,2026/03/30 17:00,  macbook air ,25 USD,1.0
20466,2026-03-10,  macbook air ,1100 USD,2.0
20467,03-27-2026,iphone 15 pro,25$,3.0
20468,2026-03-04,Powerbank 65W,25,3.0
20469,02/03/2026,  iPad Air ,599,3.0
20470,2026/03/07 11:00,  macbook air ,"$1,999.00",4.0
20471,2026-03-16,iPad Air,,4.0
20472,11/03/2026,Wi-Fi Adapter,1100,5.0
20473,2026-03-30,  iPad Air ,249$,3.0
20474,22/03/2026,  iPad Air ,1100$,5.0
20475,03-22-2026,  macbook air ,999.99$,4.0
20476,15/03/2026,  macbook air ,1999,3.0
20477,2026-03-12,MacBook Air,1100$,1.0
20478,2026/03/06 11:00,Wi-Fi Adapter,$65.00,4.0
20479,03-05-2026,Powerbank 65W,1100,5.0
20480,03-09-2026, iPhone 15 Pro ,$999.99,1.0
20481,2026/03/04 23:00,iPad Air,599$,4.0
20482,03-17-2026,iphone 15 pro,"$1,100.00",4.0
20483,2026/03/28 18:00,AirPods Pro,249 USD,3.0
20484,2026-03-17,MacBook Air,65 USD,2.0
20485,2026-03-25,MacBook Pro,,2.0
20486,2026/03/02 18:00,  macbook air ,999.99 USD,5.0
20487,2026-03-05,Powerbank 65W,25$,4.0
20487,2026-03-26,Wi-Fi Adapter,"$1,999.00",4.0
20489,2026-03-04,MacBook Air,25 USD,3.0
20490,2026/03/08 18:00,AirPods Pro,1999,1.0
20491,03-30-2026,  iPad Air ,999.99,5.0
20492,30/03/2026,iphone 15 pro,599,2.0
20493,2026/03/16 10:00,iPad Air,,5.0
20494,03-16-2026,  macbook air ,$249.00,1.0
20495,2026/03/30 19:00,Powerbank 65W,65,2.0
20496,2026-03-22,AirPods Pro,,1.0
20497,21/03/2026,  macbook air ,65$,1.0
20498,30/03/2026,AirPods Pro,1100$,5.0
20499,17/03/2026,MacBook Pro,1100 USD,3.0
20500,03-16-2026,  macbook air ,$25.00,5.0
20501,2026/03/24 22:00,AirPods Pro,,2.0
20502,2026-03-24,  macbook air ,1999$,3.0
20503,03-28-2026,  macbook air ,1999,4.0
20504,03-13-2026,Powerbank 65W,999.99,5.0
20505,03-09-2026,MacBook Air,599,3.0
20506,2026/03/17 23:00,  macbook air ,1100$,1.0
